season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,demand_high
1,1,1,11,1,1,0,1,0.26,0.35,0.4925,175,1
1,1,1,12,1,1,0,1,0.28,0.36,0.2537,202,1
1,1,1,13,1,1,0,1,0.3,0.36,0.2985,176,1
1,1,1,14,1,1,0,1,0.3,0.36,0.4179,151,1
1,1,1,15,1,1,0,1,0.28,0.38,0.4478,168,1
1,1,1,16,1,1,0,1,0.26,0.35,0.4179,154,1
1,1,1,17,1,1,0,1,0.26,0.35,0.3881,153,1
1,1,1,18,1,1,0,1,0.26,0.33,0.2537,126,0
1,1,1,19,1,1,0,1,0.24,0.38,0.2239,93,0
1,1,1,20,1,1,0,1,0.24,0.41,0.2239,88,0
1,1,1,21,1,1,0,2,0.24,0.41,0.3284,66,0
1,1,1,22,1,1,0,2,0.22,0.44,0.2836,39,0
1,1,1,23,1,1,0,1,0.22,0.44,0.2537,34,0
1,1,1,0,0,2,1,1,0.2,0.51,0.2537,13,0
1,1,1,1,0,2,1,1,0.18,0.55,0.2239,6,0
1,1,1,2,0,2,1,1,0.18,0.51,0.2537,3,0
1,1,1,3,0,2,1,1,0.16,0.55,0.2836,2,0
1,1,1,4,0,2,1,1,0.16,0.55,0.2537,5,0
1,1,1,5,0,2,1,1,0.14,0.54,0.194,12,0
1,1,1,6,0,2,1,1,0.14,0.59,0.2836,85,0
1,1,1,7,0,2,1,1,0.14,0.59,0.2537,170,1
1,1,1,8,0,2,1,1,0.16,0.55,0.2836,354,1
1,1,1,9,0,2,1,1,0.16,0.5,0.2836,153,1
1,1,1,10,0,2,1,1,0.16,0.47,0.4627,60,0
1,1,1,11,0,2,1,1,0.18,0.37,0.5224,75,0
1,1,1,12,0,2,1,1,0.18,0.37,0.5224,74,0
1,1,1,13,0,2,1,1,0.18,0.34,0.6567,73,0
1,1,1,14,0,2,1,1,0.16,0.43,0.5224,79,0
1,1,1,15,0,2,1,1,0.16,0.37,0.4179,77,0
1,1,1,16,0,2,1,1,0.14,0.39,0.5821,136,0
1,1,1,17,0,2,1,1,0.14,0.26,0.4627,245,1
1,1,1,18,0,2,1,1,0.14,0.26,0.5224,224,1
1,1,1,19,0,2,1,1,0.12,0.28,0.4179,156,1
1,1,1,20,0,2,1,1,0.12,0.33,0.2537,115,0
1,1,1,21,0,2,1,1,0.1,0.36,0.2239,68,0
1,1,1,22,0,2,1,1,0.1,0.46,0.2537,33,0
1,1,1,23,0,2,1,1,0.1,0.46,0.3881,18,0
1,1,1,0,0,3,1,1,0.08,0.42,0.3284,9,0
1,1,1,1,0,3,1,1,0.04,0.38,0.2985,3,0
1,1,1,2,0,3,1,1,0.02,0.34,0.2836,1,0
1,1,1,3,0,3,1,1,0.02,0.34,0.2836,1,0
1,1,1,4,0,3,1,1,0.02,0.41,0.194,2,0
1,1,1,5,0,3,1,1,0.02,0.41,0.194,14,0
1,1,1,6,0,3,1,1,0.02,0.41,0.1642,59,0
1,1,1,7,0,3,1,1,0.02,0.44,0.194,152,1
1,1,1,8,0,3,1,1,0.02,0.44,0.1343,315,1
1,1,1,9,0,3,1,1,0.04,0.45,0.1343,180,1
1,1,1,10,0,3,1,1,0.06,0.45,0.0896,64,0
1,1,1,11,0,3,1,2,0.08,0.42,0.0896,46,0
1,1,1,12,0,3,1,2,0.1,0.46,0.194,84,0
1,1,1,13,0,3,1,2,0.14,0.43,0.2537,91,0
1,1,1,14,0,3,1,2,0.14,0.46,0.2537,75,0
1,1,1,15,0,3,1,2,0.18,0.37,0.3284,90,0
1,1,1,16,0,3,1,2,0.18,0.4,0.2836,131,0
1,1,1,17,0,3,1,2,0.2,0.4,0.194,281,1
1,1,1,18,0,3,1,2,0.2,0.37,0.1343,289,1
1,1,1,19,0,3,1,2,0.2,0.4,0.1045,184,1
1,1,1,20,0,3,1,2,0.2,0.4,0.194,123,0
1,1,1,21,0,3,1,2,0.2,0.44,0.0896,90,0
1,1,1,22,0,3,1,2,0.2,0.47,0.0896,52,0
1,1,1,23,0,3,1,2,0.2,0.44,0.1045,32,0
1,1,1,0,0,4,1,2,0.22,0.47,0.194,14,0
1,1,1,1,0,4,1,1,0.2,0.51,0.0896,5,0
1,1,1,2,0,4,1,1,0.2,0.51,0.0896,4,0
1,1,1,3,0,4,1,1,0.2,0.61,0.0896,4,0
1,1,1,4,0,4,1,2,0.2,0.59,0.0896,5,0
1,1,1,5,0,4,1,2,0.2,0.59,0.0896,26,0
1,1,1,6,0,4,1,2,0.2,0.75,0.1343,78,0
1,1,1,7,0,4,1,2,0.2,0.69,0.0896,215,1
1,1,1,8,0,4,1,2,0.2,0.75,0.0896,388,1
1,1,1,9,0,4,1,2,0.22,0.69,0.0896,227,1
1,1,1,10,0,4,1,2,0.24,0.52,0.0896,86,0
1,1,1,11,0,4,1,1,0.3,0.49,0.0896,84,0
1,1,1,12,0,4,1,1,0.3,0.49,0.2537,120,0
1,1,1,13,0,4,1,1,0.34,0.42,0.2985,118,0
1,1,1,14,0,4,1,1,0.34,0.39,0.2836,117,0
1,1,1,15,0,4,1,1,0.36,0.34,0.2836,119,0
1,1,1,16,0,4,1,1,0.36,0.34,0.2836,197,1
1,1,1,17,0,4,1,2,0.36,0.34,0.194,412,1
1,1,1,18,0,4,1,1,0.34,0.36,0.1642,383,1
1,1,1,19,0,4,1,1,0.34,0.34,0.0896,265,1
1,1,1,20,0,4,1,1,0.3,0.49,0.0896,177,1
1,1,1,21,0,4,1,1,0.26,0.6,0.1343,97,0
1,1,1,22,0,4,1,1,0.26,0.6,0.1642,71,0
1,1,1,23,0,4,1,1,0.24,0.7,0.1045,60,0
1,1,1,0,0,5,1,1,0.22,0.75,0.0896,25,0
1,1,1,1,0,5,1,1,0.22,0.75,0.0896,8,0
1,1,1,2,0,5,1,1,0.22,0.69,0.1642,5,0
1,1,1,3,0,5,1,1,0.22,0.69,0.1045,4,0
1,1,1,4,0,5,1,1,0.22,0.69,0.1343,3,0
1,1,1,5,0,5,1,2,0.2,0.8,0.1343,13,0
1,1,1,6,0,5,1,2,0.22,0.73,0.1045,70,0
1,1,1,7,0,5,1,2,0.24,0.65,0.0896,205,1
1,1,1,8,0,5,1,1,0.24,0.7,0.1343,447,1
1,1,1,9,0,5,1,1,0.24,0.7,0.1642,241,1
1,1,1,10,0,5,1,1,0.26,0.65,0.194,116,0
1,1,1,11,0,5,1,1,0.3,0.56,0.1642,138,0
1,1,1,12,0,5,1,1,0.36,0.5,0.2537,191,1
1,1,1,13,0,5,1,1,0.4,0.43,0.2836,204,1
1,1,1,14,0,5,1,1,0.46,0.36,0.194,178,1
1,1,1,15,0,5,1,1,0.52,0.27,0.2537,222,1
1,1,1,16,0,5,1,1,0.52,0.27,0.2836,294,1
1,1,1,17,0,5,1,1,0.46,0.36,0.2239,476,1
1,1,1,18,0,5,1,1,0.5,0.29,0.2537,419,1
1,1,1,19,0,5,1,1,0.46,0.33,0.2836,272,1
1,1,1,20,0,5,1,1,0.42,0.41,0.194,177,1
1,1,1,21,0,5,1,1,0.4,0.43,0.2239,154,1
1,1,1,22,0,5,1,1,0.36,0.5,0.194,135,0
1,1,1,23,0,5,1,1,0.36,0.5,0.0896,101,0
1,1,1,0,0,6,0,1,0.36,0.5,0.1642,79,0
1,1,1,1,0,6,0,1,0.38,0.46,0.1642,62,0
1,1,1,2,0,6,0,1,0.36,0.5,0.1045,38,0
1,1,1,3,0,6,0,1,0.32,0.57,0.1045,20,0
1,1,1,4,0,6,0,1,0.32,0.57,0.0896,10,0
1,1,1,5,0,6,0,1,0.26,0.75,0.1045,9,0
1,1,1,6,0,6,0,1,0.26,0.75,0.1045,7,0
1,1,1,7,0,6,0,1,0.22,0.87,0.194,20,0
1,1,1,8,0,6,0,1,0.24,0.75,0.1045,64,0
1,1,1,9,0,6,0,1,0.22,0.8,0.1343,130,0
1,1,1,10,0,6,0,1,0.28,0.75,0.0896,203,1
1,1,1,11,0,6,0,1,0.34,0.57,0.2239,324,1
1,1,1,12,0,6,0,1,0.4,0.43,0.2239,376,1
1,1,1,13,0,6,0,1,0.44,0.44,0.194,445,1
1,1,1,14,0,6,0,1,0.5,0.42,0.2836,512,1
1,1,1,15,0,6,0,1,0.58,0.37,0.2985,449,1
1,1,1,16,0,6,0,2,0.56,0.37,0.2836,401,1
1,1,1,17,0,6,0,2,0.54,0.43,0.1343,322,1
1,1,1,18,0,6,0,1,0.54,0.45,0.1343,297,1
1,1,1,19,0,6,0,1,0.52,0.42,0.1045,215,1
1,1,1,20,0,6,0,1,0.5,0.39,0.2537,170,1
1,1,1,21,0,6,0,1,0.44,0.44,0.2239,140,0
1,1,1,22,0,6,0,1,0.44,0.38,0.2537,109,0
1,1,1,23,0,6,0,1,0.42,0.38,0.2239,119,0
1,1,1,0,0,0,0,1,0.38,0.4,0.2836,91,0
1,1,1,1,0,0,0,1,0.34,0.42,0.194,72,0
1,1,1,2,0,0,0,1,0.36,0.37,0.2836,67,0
1,1,1,3,0,0,0,1,0.34,0.42,0.1343,32,0
1,1,1,4,0,0,0,1,0.32,0.49,0.2537,6,0
1,1,1,5,0,0,0,2,0.32,0.49,0.1045,2,0
1,1,1,6,0,0,0,2,0.3,0.52,0.0896,2,0
1,1,1,7,0,0,0,2,0.3,0.52,0.0896,24,0
1,1,1,8,0,0,0,1,0.3,0.52,0.1343,57,0
1,1,1,9,0,0,0,1,0.32,0.53,0.1343,125,0
1,1,1,10,0,0,0,1,0.34,0.49,0.1642,208,1
1,1,1,11,0,0,0,1,0.36,0.46,0.2239,256,1
1,1,1,12,0,0,0,1,0.38,0.43,0.2239,351,1
1,1,1,13,0,0,0,1,0.4,0.37,0.2985,343,1
1,1,1,14,0,0,0,1,0.4,0.4,0.194,328,1
1,1,1,15,0,0,0,1,0.4,0.37,0.2836,330,1
1,1,1,16,0,0,0,1,0.4,0.37,0.2985,314,1
1,1,1,17,0,0,0,1,0.38,0.4,0.2239,219,1
1,1,1,18,0,0,0,1,0.34,0.46,0.2239,181,1
1,1,1,19,0,0,0,1,0.32,0.49,0.194,112,0
1,1,1,20,0,0,0,1,0.3,0.52,0.1642,126,0
1,1,1,21,0,0,0,1,0.28,0.56,0.2239,91,0
1,1,1,22,0,0,0,1,0.26,0.6,0.1045,58,0
1,1,1,23,0,0,0,1,0.26,0.56,0.2537,30,0
1,1,1,0,0,1,1,1,0.24,0.6,0.2239,15,0
1,1,1,1,0,1,1,1,0.24,0.6,0.1343,5,0
1,1,1,2,0,1,1,1,0.24,0.56,0.1343,5,0
1,1,1,3,0,1,1,1,0.24,0.52,0.1642,3,0
1,1,1,4,0,1,1,1,0.22,0.64,0.1045,4,0
1,1,1,5,0,1,1,2,0.2,0.64,0.0896,21,0
1,1,1,6,0,1,1,2,0.22,0.6,0.1343,88,0
1,1,1,7,0,1,1,2,0.22,0.6,0.1045,240,1
1,1,1,8,0,1,1,2,0.22,0.55,0.0896,420,1
1,1,1,9,0,1,1,2,0.22,0.64,0.0896,197,1
1,1,1,10,0,1,1,1,0.24,0.6,0.0896,108,0
1,1,1,11,0,1,1,2,0.26,0.56,0.0896,88,0
1,1,1,12,0,1,1,2,0.26,0.56,0.1045,103,0
1,1,1,13,0,1,1,2,0.26,0.56,0.1045,80,0
1,1,1,14,0,1,1,3,0.22,0.75,0.1642,50,0
1,1,1,15,0,1,1,3,0.22,0.75,0.1642,69,0
1,1,1,16,0,1,1,3,0.22,0.87,0.0896,49,0
1,1,1,17,0,1,1,3,0.22,0.87,0.0896,152,1
1,1,1,18,0,1,1,3,0.2,0.86,0.0896,164,1
1,1,1,19,0,1,1,3,0.2,0.93,0.0896,190,1
1,1,1,20,0,1,1,2,0.2,0.86,0.0896,132,0
1,1,1,21,0,1,1,2,0.2,0.93,0.0896,79,0
1,1,1,22,0,1,1,2,0.2,0.92,0.1045,62,0
1,1,1,23,0,1,1,2,0.22,0.87,0.1045,52,0
1,1,1,0,0,2,1,2,0.22,0.87,0.1045,14,0
1,1,1,1,0,2,1,2,0.22,0.93,0.1045,5,0
1,1,1,2,0,2,1,2,0.22,0.87,0.1642,4,0
1,1,1,4,0,2,1,2,0.2,0.86,0.1642,4,0
1,1,1,5,0,2,1,1,0.4,0.47,0.2239,23,0
1,1,1,6,0,2,1,2,0.18,0.93,0.194,79,0
1,1,1,7,0,2,1,2,0.18,0.93,0.1642,222,1
1,1,1,8,0,2,1,2,0.18,0.93,0.1642,471,1
1,1,1,9,0,2,1,2,0.18,0.93,0.1642,195,1
1,1,1,10,0,2,1,2,0.18,0.93,0.1642,83,0
1,1,1,11,0,2,1,1,0.42,0.38,0.2985,101,0
1,1,1,12,0,2,1,1,0.42,0.38,0.2985,140,0
1,1,1,13,0,2,1,1,0.42,0.38,0.2985,178,1
1,1,1,14,0,2,1,1,0.42,0.38,0.2985,106,0
1,1,1,15,0,2,1,1,0.42,0.38,0.2985,136,0
1,1,1,16,0,2,1,1,0.42,0.38,0.3582,240,1
1,1,1,17,0,2,1,1,0.42,0.38,0.2537,460,1
1,1,1,18,0,2,1,1,0.4,0.4,0.1045,385,1
1,1,1,19,0,2,1,1,0.38,0.46,0.1045,281,1
1,1,1,20,0,2,1,1,0.34,0.53,0.1045,200,1
1,1,1,21,0,2,1,1,0.32,0.66,0.0896,116,0
1,1,1,22,0,2,1,1,0.3,0.7,0.0896,114,0
1,1,1,23,0,2,1,1,0.26,0.81,0.1045,41,0
1,1,1,0,0,3,1,1,0.26,0.81,0.0896,28,0
1,1,1,1,0,3,1,1,0.24,0.87,0.0896,7,0
1,1,1,2,0,3,1,1,0.2,0.85,0.1642,5,0
1,1,1,3,0,3,1,1,0.22,0.8,0.0896,4,0
1,1,1,4,0,3,1,1,0.2,0.8,0.1343,2,0
1,1,1,5,0,3,1,1,0.2,0.8,0.1343,22,0
1,1,1,6,0,3,1,1,0.2,0.86,0.1343,74,0
1,1,1,7,0,3,1,1,0.2,0.8,0.1343,256,1
1,1,1,8,0,3,1,1,0.2,0.82,0.1045,499,1
1,1,1,9,0,3,1,2,0.2,0.86,0.1343,225,1
1,1,1,10,0,3,1,2,0.24,0.87,0.1343,97,0
1,1,1,11,0,3,1,2,0.26,0.87,0.0896,99,0
1,1,1,12,0,3,1,3,0.3,0.81,0.0896,55,0
1,1,1,13,0,3,1,3,0.32,0.76,0.0896,65,0
1,1,1,14,0,3,1,3,0.32,0.81,0.1045,73,0
1,1,1,15,0,3,1,2,0.34,0.87,0.0896,79,0
1,1,1,16,0,3,1,2,0.34,0.87,0.2537,118,0
1,1,1,17,0,3,1,3,0.34,0.87,0.2239,134,0
1,1,1,18,0,3,1,3,0.34,0.87,0.194,98,0
1,1,1,19,0,3,1,3,0.32,0.93,0.2239,93,0
1,1,1,20,0,3,1,3,0.32,0.93,0.1642,57,0
1,1,1,21,0,3,1,3,0.34,0.87,0.2239,29,0
1,1,1,22,0,3,1,3,0.34,0.87,0.194,49,0
1,1,1,23,0,3,1,3,0.34,0.87,0.2239,9,0
1,1,1,0,0,4,1,3,0.34,0.93,0.194,3,0
1,1,1,1,0,4,1,3,0.36,0.93,0.194,3,0
1,1,1,2,0,4,1,3,0.36,0.93,0.2537,2,0
1,1,1,3,0,4,1,3,0.36,0.93,0.2537,3,0
1,1,1,4,0,4,1,3,0.36,0.93,0.194,2,0
1,1,1,5,0,4,1,3,0.34,0.93,0.0896,16,0
1,1,1,6,0,4,1,3,0.36,0.93,0.1343,89,0
1,1,1,7,0,4,1,2,0.34,0.87,0.2836,220,1
1,1,1,8,0,4,1,1,0.32,0.81,0.194,508,1
1,1,1,9,0,4,1,1,0.32,0.81,0.1045,230,1
1,1,1,10,0,4,1,1,0.34,0.81,0.1045,90,0
1,1,1,11,0,4,1,2,0.34,0.81,0.1045,119,0
1,1,1,12,0,4,1,2,0.34,0.81,0.1045,144,1
1,1,1,13,0,4,1,1,0.42,0.77,0.1642,183,1
1,1,1,14,0,4,1,1,0.42,0.77,0.1642,156,1
1,1,1,15,0,4,1,1,0.44,0.72,0.1343,188,1
1,1,1,16,0,4,1,1,0.46,0.67,0.194,281,1
1,1,1,17,0,4,1,1,0.46,0.63,0.1642,495,1
1,1,1,18,0,4,1,1,0.44,0.67,0.194,421,1
1,1,1,19,0,4,1,2,0.42,0.71,0.1642,330,1
1,1,1,20,0,4,1,2,0.42,0.71,0.194,240,1
1,1,1,21,0,4,1,1,0.44,0.67,0.1343,174,1
1,1,1,22,0,4,1,1,0.38,0.76,0.2985,133,0
1,1,1,23,0,4,1,1,0.4,0.76,0.3284,67,0
1,1,1,0,0,5,1,2,0.4,0.71,0.2836,42,0
1,1,1,1,0,5,1,2,0.38,0.76,0.2985,12,0
1,1,1,2,0,5,1,1,0.4,0.76,0.3582,14,0
1,1,1,3,0,5,1,1,0.36,0.87,0.2537,7,0
1,1,1,4,0,5,1,3,0.32,0.7,0.4925,3,0
1,1,1,5,0,5,1,2,0.3,0.7,0.5522,21,0
1,1,1,6,0,5,1,2,0.26,0.75,0.2239,73,0
1,1,1,7,0,5,1,1,0.26,0.6,0.2239,177,1
1,1,1,8,0,5,1,1,0.24,0.52,0.3582,419,1
1,1,1,9,0,5,1,1,0.22,0.47,0.3881,214,1
1,1,1,10,0,5,1,1,0.24,0.44,0.4478,103,0
1,1,1,11,0,5,1,1,0.24,0.38,0.6119,114,0
1,1,1,12,0,5,1,1,0.24,0.38,0.4925,154,1
1,1,1,13,0,5,1,1,0.26,0.33,0.5224,154,1
1,1,1,14,0,5,1,1,0.26,0.33,0.5522,129,0
1,1,1,15,0,5,1,1,0.26,0.33,0.5821,138,0
1,1,1,16,0,5,1,1,0.28,0.3,0.4627,233,1
1,1,1,17,0,5,1,1,0.28,0.33,0.4179,332,1
1,1,1,18,0,5,1,1,0.26,0.38,0.2985,301,1
1,1,1,19,0,5,1,1,0.26,0.38,0.2836,206,1
1,1,1,20,0,5,1,1,0.24,0.41,0.1642,136,0
1,1,1,21,0,5,1,1,0.24,0.41,0.2836,102,0
1,1,1,22,0,5,1,1,0.2,0.47,0.3284,65,0
1,1,1,23,0,5,1,1,0.18,0.47,0.194,65,0
1,1,1,0,0,6,0,1,0.16,0.47,0.1045,44,0
1,1,1,1,0,6,0,1,0.16,0.47,0.194,50,0
1,1,1,2,0,6,0,1,0.16,0.47,0.1642,38,0
1,1,1,3,0,6,0,1,0.14,0.54,0.1045,20,0
1,1,1,4,0,6,0,1,0.14,0.5,0.1343,3,0
1,1,1,5,0,6,0,1,0.14,0.5,0.1343,4,0
1,1,1,6,0,6,0,1,0.14,0.5,0.0896,5,0
1,1,1,7,0,6,0,1,0.14,0.5,0.1343,24,0
1,1,1,8,0,6,0,1,0.12,0.54,0.1045,92,0
1,1,1,9,0,6,0,1,0.14,0.5,0.1045,81,0
1,1,1,10,0,6,0,1,0.16,0.47,0.0896,149,1
1,1,1,11,0,6,0,1,0.2,0.4,0.194,178,1
1,1,1,12,0,6,0,1,0.22,0.41,0.2537,219,1
1,1,1,13,0,6,0,1,0.22,0.44,0.2836,220,1
1,1,1,14,0,6,0,1,0.24,0.41,0.2985,231,1
1,1,1,15,0,6,0,1,0.24,0.38,0.2985,226,1
1,1,1,16,0,6,0,1,0.24,0.38,0.2239,206,1
1,1,1,17,0,6,0,1,0.24,0.41,0.2537,144,1
1,1,1,18,0,6,0,1,0.22,0.41,0.194,143,1
1,1,1,19,0,6,0,1,0.2,0.47,0.2239,102,0
1,1,1,20,0,6,0,1,0.2,0.44,0.2537,103,0
1,1,1,21,0,6,0,1,0.18,0.43,0.2537,69,0
1,1,1,22,0,6,0,1,0.16,0.47,0.3582,66,0
1,1,1,23,0,6,0,1,0.16,0.47,0.2239,76,0
1,1,1,0,0,0,0,1,0.16,0.47,0.3284,59,0
1,1,1,1,0,0,0,2,0.16,0.47,0.2985,42,0
1,1,1,2,0,0,0,2,0.16,0.47,0.2836,43,0
1,1,1,3,0,0,0,2,0.16,0.48,0.3881,25,0
1,1,1,4,0,0,0,2,0.16,0.47,0.3881,6,0
1,1,1,5,0,0,0,2,0.16,0.47,0.3284,5,0
1,1,1,6,0,0,0,2,0.14,0.5,0.2836,8,0
1,1,1,7,0,0,0,1,0.12,0.54,0.2836,17,0
1,1,1,8,0,0,0,1,0.12,0.54,0.2239,36,0
1,1,1,9,0,0,0,1,0.12,0.54,0.194,90,0
1,1,1,10,0,0,0,1,0.14,0.54,0.2836,126,0
1,1,1,11,0,0,0,1,0.16,0.47,0.2239,165,1
1,1,1,12,0,0,0,1,0.18,0.4,0.2985,234,1
1,1,1,13,0,0,0,1,0.2,0.34,0.2836,224,1
1,1,1,14,0,0,0,1,0.2,0.32,0.3582,188,1
1,1,1,15,0,0,0,1,0.22,0.27,0.194,206,1
1,1,1,16,0,0,0,1,0.22,0.29,0.2985,205,1
1,1,1,17,0,0,0,1,0.22,0.25,0.2537,146,1
1,1,1,18,0,0,0,1,0.18,0.29,0.2239,120,0
1,1,1,19,0,0,0,1,0.16,0.37,0.1642,110,0
1,1,1,20,0,0,0,1,0.16,0.37,0.1045,95,0
1,1,1,21,0,0,0,1,0.16,0.4,0.1642,72,0
1,1,1,22,0,0,0,1,0.18,0.37,0.0896,60,0
1,1,1,23,0,0,0,1,0.16,0.43,0.0896,29,0
1,1,1,0,1,1,0,1,0.14,0.46,0.1343,25,0
1,1,1,1,1,1,0,1,0.14,0.43,0.1045,20,0
1,1,1,2,1,1,0,1,0.14,0.46,0.0896,17,0
1,1,1,3,1,1,0,1,0.12,0.5,0.0896,3,0
1,1,1,4,1,1,0,1,0.12,0.58,0.1045,8,0
1,1,1,5,1,1,0,1,0.12,0.54,0.0896,6,0
1,1,1,6,1,1,0,1,0.1,0.54,0.0896,13,0
1,1,1,7,1,1,0,1,0.1,0.54,0.1045,33,0
1,1,1,8,1,1,0,1,0.1,0.58,0.1642,78,0
1,1,1,9,1,1,0,1,0.1,0.58,0.1642,96,0
1,1,1,10,1,1,0,2,0.14,0.59,0.194,126,0
1,1,1,11,1,1,0,1,0.16,0.59,0.2537,179,1
1,1,1,12,1,1,0,1,0.2,0.55,0.3284,185,1
1,1,1,13,1,1,0,2,0.24,0.41,0.4179,228,1
1,1,1,14,1,1,0,1,0.24,0.44,0.3881,181,1
1,1,1,15,1,1,0,1,0.26,0.44,0.4478,192,1
1,1,1,16,1,1,0,1,0.26,0.44,0.3582,180,1
1,1,1,17,1,1,0,1,0.26,0.48,0.3284,193,1
1,1,1,18,1,1,0,1,0.26,0.52,0.3284,181,1
1,1,1,19,1,1,0,1,0.26,0.56,0.2836,144,1
1,1,1,20,1,1,0,1,0.26,0.6,0.2836,90,0
1,1,1,21,1,1,0,1,0.28,0.52,0.3284,49,0
1,1,1,22,1,1,0,2,0.3,0.49,0.3582,43,0
1,1,1,23,1,1,0,3,0.26,0.7,0.2985,28,0
1,1,1,0,0,2,1,2,0.26,0.7,0.3284,12,0
1,1,1,1,0,2,1,2,0.28,0.65,0.3582,2,0
1,1,1,2,0,2,1,3,0.28,0.75,0.2537,12,0
1,1,1,4,0,2,1,3,0.32,0.66,0.3284,2,0
1,1,1,5,0,2,1,3,0.32,0.66,0.3284,13,0
1,1,1,6,0,2,1,3,0.3,0.75,0.2537,57,0
1,1,1,7,0,2,1,3,0.3,0.81,0.2239,126,0
1,1,1,8,0,2,1,3,0.3,0.81,0.2836,93,0
1,1,1,9,0,2,1,3,0.32,0.81,0.2537,68,0
1,1,1,10,0,2,1,3,0.3,0.87,0.2537,62,0
1,1,1,11,0,2,1,2,0.34,0.87,0.1045,75,0
1,1,1,12,0,2,1,2,0.32,0.87,0.2836,86,0
1,1,1,13,0,2,1,2,0.38,0.76,0.3284,103,0
1,1,1,14,0,2,1,1,0.44,0.62,0.4925,132,0
1,1,1,15,0,2,1,1,0.44,0.62,0.4925,129,0
1,1,1,16,0,2,1,1,0.46,0.63,0.5522,219,1
1,1,1,17,0,2,1,1,0.46,0.63,0.4478,462,1
1,1,1,18,0,2,1,1,0.46,0.63,0.4478,463,1
1,1,1,19,0,2,1,1,0.46,0.63,0.4179,308,1
1,1,1,20,0,2,1,1,0.46,0.63,0.3582,180,1
1,1,1,21,0,2,1,1,0.46,0.67,0.4627,180,1
1,1,1,22,0,2,1,1,0.46,0.72,0.3881,90,0
1,1,1,23,0,2,1,1,0.46,0.72,0.3881,61,0
1,1,1,0,0,3,1,2,0.46,0.77,0.3284,17,0
1,1,1,1,0,3,1,2,0.46,0.77,0.3284,10,0
1,1,1,2,0,3,1,2,0.44,0.51,0.4925,2,0
1,1,1,3,0,3,1,2,0.44,0.51,0.4925,4,0
1,1,1,4,0,3,1,1,0.34,0.46,0.5224,1,0
1,1,1,5,0,3,1,1,0.34,0.46,0.5224,29,0
1,1,1,6,0,3,1,1,0.34,0.36,0.5224,88,0
1,1,1,7,0,3,1,1,0.32,0.42,0.3582,263,1
1,1,1,8,0,3,1,1,0.3,0.52,0.4179,489,1
1,1,1,9,0,3,1,1,0.28,0.52,0.3284,202,1
1,1,1,10,0,3,1,1,0.3,0.42,0.4627,93,0
1,1,1,11,0,3,1,1,0.3,0.42,0.3881,114,0
1,1,1,12,0,3,1,1,0.3,0.39,0.4925,161,1
1,1,1,13,0,3,1,1,0.3,0.42,0.4627,130,0
1,1,1,14,0,3,1,1,0.3,0.33,0.3881,105,0
1,1,1,15,0,3,1,1,0.3,0.33,0.5224,130,0
1,1,1,16,0,3,1,1,0.28,0.3,0.5224,176,1
1,1,1,17,0,3,1,1,0.26,0.33,0.4478,346,1
1,1,1,18,0,3,1,1,0.24,0.32,0.3582,355,1
1,1,1,19,0,3,1,1,0.22,0.37,0.3881,256,1
1,1,1,20,0,3,1,1,0.22,0.37,0.2537,165,1
1,1,1,21,0,3,1,1,0.2,0.4,0.4179,124,0
1,1,1,22,0,3,1,1,0.18,0.47,0.2537,78,0
1,1,1,23,0,3,1,1,0.16,0.47,0.2985,38,0
1,1,1,0,0,4,1,1,0.14,0.5,0.194,16,0
1,1,1,1,0,4,1,1,0.14,0.5,0.1642,5,0
1,1,1,2,0,4,1,1,0.14,0.5,0.1343,3,0
1,1,1,3,0,4,1,1,0.12,0.54,0.1045,4,0
1,1,1,4,0,4,1,1,0.12,0.54,0.1045,1,0
1,1,1,5,0,4,1,1,0.12,0.55,0.2537,19,0
1,1,1,6,0,4,1,1,0.12,0.54,0.1642,86,0
1,1,1,7,0,4,1,1,0.12,0.54,0.0896,206,1
1,1,1,8,0,4,1,1,0.12,0.54,0.1045,423,1
1,1,1,9,0,4,1,1,0.12,0.54,0.0896,210,1
1,1,1,10,0,4,1,1,0.14,0.59,0.0896,108,0
1,1,1,11,0,4,1,1,0.16,0.55,0.1642,99,0
1,1,1,12,0,4,1,1,0.2,0.51,0.194,111,0
1,1,1,13,0,4,1,1,0.22,0.47,0.2836,124,0
1,1,1,14,0,4,1,1,0.24,0.44,0.194,119,0
1,1,1,15,0,4,1,1,0.26,0.44,0.2985,127,0
1,1,1,16,0,4,1,1,0.26,0.41,0.3284,193,1
1,1,1,17,0,4,1,2,0.26,0.44,0.3284,385,1
1,1,1,18,0,4,1,2,0.26,0.44,0.3284,361,1
1,1,1,19,0,4,1,2,0.26,0.48,0.2985,234,1
1,1,1,20,0,4,1,1,0.26,0.52,0.4478,191,1
1,1,1,21,0,4,1,1,0.26,0.44,0.3582,121,0
1,1,1,22,0,4,1,2,0.26,0.44,0.4179,90,0
1,1,1,23,0,4,1,1,0.26,0.48,0.3284,56,0
1,1,1,0,0,5,1,2,0.26,0.48,0.2985,27,0
1,1,1,1,0,5,1,1,0.26,0.48,0.1343,15,0
1,1,1,2,0,5,1,1,0.26,0.48,0.1343,11,0
1,1,1,3,0,5,1,1,0.24,0.52,0.1045,4,0
